Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Average_close,Moving_Average,RSI alpha=0.5,Median,Signal_by_High_Low_3.0%,Signal_by_Close_3.0%
2024-01-16 09:30:00-05:00,182.5,182.85000610351562,180.9340057373047,182.75999450683594,16725135,0.0,0.0,,,,181.89200592041016,,
2024-01-16 10:30:00-05:00,182.77000427246094,184.25999450683594,182.52000427246094,183.9499969482422,11408997,0.0,0.0,183.35499572753906,,100.0,183.38999938964844,,
2024-01-16 11:30:00-05:00,183.9600067138672,184.16000366210938,182.3800048828125,182.4149932861328,5404103,0.0,0.0,183.35499572753906,,43.669716551129426,183.27000427246094,,
2024-01-16 12:30:00-05:00,182.4199981689453,182.92999267578125,182.2100067138672,182.73500061035156,4292807,0.0,0.0,182.5749969482422,,54.38353058540788,182.56999969482422,,
2024-01-16 13:30:00-05:00,182.75,182.9499053955078,182.13999938964844,182.45860290527344,6561011,0.0,0.0,182.5749969482422,182.86371765136718,40.93437911709092,182.54495239257812,,
2024-01-16 14:30:00-05:00,182.4550018310547,183.25999450683594,182.27000427246094,183.1699981689453,4502430,0.0,0.0,182.81430053710938,182.94571838378906,74.01443325595154,182.76499938964844,,
2024-01-16 15:30:00-05:00,183.17999267578125,183.6300048828125,183.13499450683594,183.61000061035156,4776796,0.0,0.0,182.81430053710938,182.87771911621093,84.64932433751014,183.38249969482422,,
2024-01-17 09:30:00-05:00,181.27000427246094,181.83999633789062,180.3000030517578,181.6999969482422,12537805,0.0,0.0,182.81430053710938,182.7347198486328,18.591495733605875,181.06999969482422,,
2024-01-17 10:30:00-05:00,181.68499755859375,182.06500244140625,181.3000030517578,181.80499267578125,5778219,0.0,0.0,181.75249481201172,182.54871826171876,25.02414193411791,181.68250274658203,,
2024-01-17 11:30:00-05:00,181.80999755859375,182.3300018310547,181.48800659179688,182.1199951171875,4248713,0.0,0.0,181.75249481201172,182.48099670410156,49.13871233715065,181.90900421142578,,
2024-01-17 12:30:00-05:00,182.1199951171875,182.53500366210938,181.8300018310547,182.1199951171875,3345645,0.0,0.0,182.1199951171875,182.27099609375,49.13871233715065,182.18250274658203,,
2024-01-17 13:30:00-05:00,182.11500549316406,182.5500030517578,181.3699951171875,182.5355987548828,5569336,0.0,0.0,182.1199951171875,182.05611572265624,81.1443095742777,181.95999908447266,,
2024-01-17 14:30:00-05:00,182.5377960205078,182.6800994873047,182.0500946044922,182.20550537109375,4778525,0.0,0.0,182.37055206298828,182.15721740722657,40.58027960841877,182.36509704589844,,
2024-01-17 15:30:00-05:00,182.2050018310547,182.92999267578125,182.17999267578125,182.66000366210938,4353739,0.0,0.0,182.37055206298828,182.32821960449218,74.99803684159441,182.55499267578125,,
2024-01-18 09:30:00-05:00,186.08999633789062,187.64999389648438,185.8300018310547,187.45010375976562,19756876,0.0,0.0,182.37055206298828,183.3942413330078,98.10725962532419,186.73999786376953,,
2024-01-18 10:30:00-05:00,187.4600067138672,188.9600067138672,187.27000427246094,188.77000427246094,11697457,0.0,0.0,188.11005401611328,184.7242431640625,98.74601071931383,188.11500549316406,,
2024-01-18 11:30:00-05:00,188.76499938964844,188.77999877929688,187.67999267578125,187.92999267578125,8302899,0.0,0.0,188.11005401611328,185.8031219482422,69.07484498419814,188.22999572753906,,
2024-01-18 12:30:00-05:00,187.92999267578125,187.92999267578125,186.75010681152344,186.9250030517578,5973240,0.0,0.0,187.42749786376953,186.747021484375,40.18344802265036,187.34004974365234,,
2024-01-18 13:30:00-05:00,186.92999267578125,188.9499969482422,186.9199981689453,188.92449951171875,6516026,0.0,0.0,187.42749786376953,187.9999206542969,77.54906353412422,187.93499755859375,,
2024-01-18 14:30:00-05:00,188.9250030517578,189.13999938964844,188.7050018310547,188.95989990234375,7066159,0.0,0.0,188.94219970703125,188.3018798828125,78.0349123147362,188.92250061035156,,
2024-01-18 15:30:00-05:00,188.9600067138672,188.99000549316406,188.50999450683594,188.72999572753906,6982801,0.0,0.0,188.94219970703125,188.29387817382812,60.91321000533717,188.75,,
2024-01-19 09:30:00-05:00,189.3300018310547,189.96499633789062,188.82000732421875,189.94009399414062,16382763,0.0,0.0,188.94219970703125,188.6958984375,88.19034935545963,189.3925018310547,,
2024-01-19 10:30:00-05:00,189.94000244140625,190.16000366210938,189.5800018310547,189.91000366210938,7573154,0.0,0.0,189.925048828125,189.29289855957032,85.23227402560461,189.87000274658203,,
2024-01-19 11:30:00-05:00,189.89999389648438,190.42999267578125,189.33009338378906,190.31500244140625,5987140,0.0,0.0,189.925048828125,189.5709991455078,92.23940229319032,189.88004302978516,,
2024-01-19 12:30:00-05:00,190.32000732421875,190.99000549316406,190.27999877929688,190.93499755859375,7184895,0.0,0.0,190.625,189.9660186767578,96.83596104191429,190.63500213623047,,
2024-01-19 13:30:00-05:00,190.9344940185547,191.9499969482422,190.9250030517578,191.47000122070312,6850175,0.0,0.0,190.625,190.51401977539064,98.43534860942884,191.4375,,
2024-01-19 14:30:00-05:00,191.47999572753906,191.74000549316406,191.1699981689453,191.43499755859375,6438261,0.0,0.0,191.45249938964844,190.81300048828126,92.3282725688468,191.4550018310547,,
2024-01-19 15:30:00-05:00,191.43429565429688,191.82000732421875,191.32000732421875,191.5800018310547,5716572,0.0,0.0,191.45249938964844,191.14700012207032,94.93287393667195,191.57000732421875,,
2024-01-22 09:30:00-05:00,192.42999267578125,194.9499969482422,192.42999267578125,194.75,14810964,0.0,0.0,191.45249938964844,192.03399963378905,99.68019013857639,193.68999481201172,,
2024-01-22 10:30:00-05:00,194.77000427246094,195.3300018310547,193.14999389648438,193.77999877929688,10776514,0.0,0.0,194.26499938964844,192.60299987792968,63.35485569107298,194.23999786376953,,
2024-01-22 11:30:00-05:00,193.7899932861328,193.85499572753906,193.02999877929688,193.66749572753906,5000034,0.0,0.0,194.26499938964844,193.04249877929686,58.416752176158894,193.44249725341797,,
2024-01-22 12:30:00-05:00,193.66319274902344,194.13999938964844,193.50999450683594,193.75729370117188,5093193,0.0,0.0,193.71239471435547,193.5069580078125,63.018257066475314,193.8249969482422,,
2024-01-22 13:30:00-05:00,193.75999450683594,194.5,193.7449951171875,194.3800048828125,4701837,0.0,0.0,193.71239471435547,194.06695861816405,85.40997959684995,194.12249755859375,,
2024-01-22 14:30:00-05:00,194.38999938964844,194.57000732421875,193.7050018310547,193.9001007080078,4425371,0.0,0.0,194.14005279541016,193.89697875976563,44.17948046375824,194.13750457763672,,
2024-01-22 15:30:00-05:00,193.89999389648438,193.9199981689453,193.4600067138672,193.8699951171875,4882197,0.0,0.0,194.14005279541016,193.91497802734375,41.656491857999505,193.69000244140625,,
2024-01-23 09:30:00-05:00,195.02000427246094,195.75,193.82989501953125,194.19500732421875,10604009,0.0,0.0,194.14005279541016,194.02048034667968,73.8726105767237,194.78994750976562,,
2024-01-23 10:30:00-05:00,194.1999969482422,194.57000732421875,194.0,194.32000732421875,5112775,0.0,0.0,194.25750732421875,194.13302307128907,81.66161687884264,194.28500366210938,,
2024-01-23 11:30:00-05:00,194.32000732421875,194.77999877929688,194.20010375976562,194.6649932861328,3643345,0.0,0.0,194.25750732421875,194.1900207519531,93.06817912033819,194.49005126953125,,
2024-01-23 12:30:00-05:00,194.6699981689453,195.24000549316406,194.4949951171875,195.05499267578125,3772811,0.0,0.0,194.85999298095703,194.4209991455078,97.1193351337778,194.86750030517578,,
2024-01-23 13:30:00-05:00,195.0500030517578,195.14999389648438,194.57000732421875,194.73399353027344,3816695,0.0,0.0,194.85999298095703,194.593798828125,49.49868933032899,194.86000061035156,,
2024-01-23 14:30:00-05:00,194.64500427246094,195.19000244140625,194.57000732421875,194.8350067138672,4587060,0.0,0.0,194.7845001220703,194.7217987060547,61.40809262084156,194.8800048828125,,
2024-01-23 15:30:00-05:00,194.8350067138672,195.25,194.65989685058594,195.16000366210938,5178142,0.0,0.0,194.7845001220703,194.88979797363282,84.67032776759793,194.95494842529297,,
2024-01-24 09:30:00-05:00,195.4199981689453,196.3800048828125,194.66000366210938,196.0,11411670,0.0,0.0,194.7845001220703,195.15679931640625,96.27549799710872,195.52000427246094,,
2024-01-24 10:30:00-05:00,195.99009704589844,196.33999633789062,195.27000427246094,195.39999389648438,6599536,0.0,0.0,195.6999969482422,195.22579956054688,46.25291985283128,195.80500030517578,,
2024-01-24 11:30:00-05:00,195.41000366210938,195.89999389648438,195.34500122070312,195.75,6119557,0.0,0.0,195.6999969482422,195.4290008544922,66.53728492789935,195.62249755859375,,
2024-01-24 12:30:00-05:00,195.75270080566406,196.0800018310547,195.21499633789062,195.65499877929688,5360074,0.0,0.0,195.70249938964844,195.59299926757814,55.22336777034725,195.64749908447266,,
2024-01-24 13:30:00-05:00,195.66000366210938,195.66009521484375,194.69000244140625,194.80999755859375,4601531,0.0,0.0,195.70249938964844,195.522998046875,13.720549937281504,195.175048828125,,
2024-01-24 14:30:00-05:00,194.80999755859375,195.21820068359375,194.5500030517578,194.6566925048828,4745911,0.0,0.0,194.73334503173828,195.25433654785155,10.780670081906903,194.88410186767578,,
2024-01-24 15:30:00-05:00,194.65989685058594,195.10000610351562,194.33999633789062,194.50999450683594,4950346,0.0,0.0,194.73334503173828,195.0763366699219,7.645497126425154,194.72000122070312,,
2024-01-25 09:30:00-05:00,195.30499267578125,195.58999633789062,194.6300048828125,195.35499572753906,9104188,0.0,0.0,194.73334503173828,194.9973358154297,78.7703630493202,195.11000061035156,,
2024-01-25 10:30:00-05:00,195.36000061035156,195.8699951171875,195.13999938964844,195.83999633789062,6222253,0.0,0.0,195.59749603271484,195.03433532714843,88.73193253675693,195.50499725341797,,
2024-01-25 11:30:00-05:00,195.83999633789062,196.2675018310547,195.52999877929688,195.74000549316406,5865883,0.0,0.0,195.59749603271484,195.2203369140625,74.34731169830472,195.89875030517578,,
2024-01-25 12:30:00-05:00,195.75,195.9573974609375,194.10000610351562,194.7100067138672,7792813,0.0,0.0,195.22500610351562,195.2309997558594,17.13137025391854,195.02870178222656,,
2024-01-25 13:30:00-05:00,194.7050018310547,194.93499755859375,193.75169372558594,193.91110229492188,5786472,0.0,0.0,195.22500610351562,195.11122131347656,7.808912301637308,194.34334564208984,,
2024-01-25 14:30:00-05:00,193.9149932861328,194.1300048828125,193.1125030517578,193.85350036621094,5204479,0.0,0.0,193.8823013305664,194.81092224121093,7.240723714849071,193.62125396728516,,
2024-01-25 15:30:00-05:00,193.85499572753906,194.30999755859375,193.75999450683594,194.19000244140625,5031642,0.0,0.0,193.8823013305664,194.48092346191407,49.86323242036744,194.03499603271484,,
